OF_DEPARTURE_COUNTRY,OF_DEPLV2,OF_DEPLV1,OF_DEPLV0,OF_DEPARTURE_CITY,OF_DEPARTURE_ZIPCODE,OF_DEPARTURE_COORDINATE_X,OF_DEPARTURE_COORDINATE_Y,OF_ARRIVAL_COUNTRY,OF_ARRLV2,OF_ARRLV1,OF_ARRLV0,OF_ARRIVAL_CITY,OF_ARRIVAL_ZIPCODE,OF_ARRIVAL_COORDINATE_X,OF_ARRIVAL_COORDINATE_Y,OF_WEIGHT,OF_VOLUME,OF_LENGTH,OF_GOODS_KND,OF_TAIL_LIFT,OF_PALLETS_EXCHANGE,OF_NB_PALLETS
F,BF,25,,BESAN�ON,25000,600895,4724039,F,NP,59,,SECLIN,59113,303438,5054933,300,0,27,MG,N,N,0
GB,4,NP,,NEWPORT,NP10 8,-304152,5157249,F,BF,89,,AUXERRE,89000,357077,4779632,24000,0,120,MG,N,N,0
F,NO,61,,ALEN�ON,61000,9256,4843161,GB,1,TA,,TAUNTON,TA1 4,-311069,5101048,24000,0,136,MG,N,N,0
F,AL,67,,BRUMATH,67170,771045,4873026,F,AQ,24,,LAMONZIE-SAINT-MARTIN,24680,38058,4484271,800,0,12,MG,N,N,0
F,MP,81,,LACAUNE,81230,269177,4370759,F,RP,91,,ANGERVILLE,91670,199635,4830943,25000,0,120,MG,N,N,0
F,RA,42,,ROANNE,42300,407259,4603534,NL,NH,18,,ALKMAAR,1811,474643,5263427,1000,0,20,MG,N,N,0
F,BF,21,,LONGVIC,21600,505737,4728857,F,CH,10,,NOGENT-SUR-SEINE,10400,350489,4849342,25000,0,132,MG,N,N,0
D,TN,99,,ERFURT,99099,1106150,5096223,I,1,LOM,27,STRADELLA,27049,930044,4507568,24000,0,136,MG,N,N,0
I,2,VEN,37,VERONA,37122,1099151,4543816,D,RL,47,,KLEVE,47533,613780,5179045,20000,0,136,MG,N,N,0
F,CE,28,,�PERNON,28230,167714,4860906,NL,OL,74,,DEVENTER,7411,615986,5225100,12000,0,60,TD,N,N,0
I,2,VEN,37,VERONA,37122,1099151,4543816,NL,ZH,30,,ROTTERDAM,3012,447839,5192285,20000,0,136,MG,N,N,0
F,PL,44,,NANTES,44100,-155777,4721143,F,CH,10,,TROYES,10000,407432,4829787,2000,0,12,MG,N,N,0
F,CH,10,,BAR-SUR-AUBE,10200,470500,4823449,F,OC,34,,JUVIGNAC,34990,381303,4361406,10000,0,60,MG,N,N,0
F,MP,12,,DECAZEVILLE,12300,225284,4456169,D,BW,74,,NECKARSULM,74172,923076,4919487,6000,0,30,MG,N,N,0
A,1,OO,46,WELS,4600,1402044,4816337,D,WF,59,,BRILON,59929,856955,5139512,2700,0,33,MG,N,N,0
A,1,OO,44,REICHRAMING,4462,1445933,4789096,NL,FR,89,,LEEUWARDEN,8935,581747,5318809,16000,0,129,MG,N,N,0
F,BF,21,,NUITS-SAINT-GEORGES,21700,495310,4713671,F,CE,41,,CONTRES,41700,143060,4741831,3000,0,28,MG,N,N,0
F,RA,69,,SAINT-JUST-D AVRAY,69870,443976,4600245,F,CE,45,,PITHIVIERS,45300,225348,4817476,9399,0,70,MG,N,N,0
B,AN,28,,WILLEBROEK,2830,435348,5105735,F,NP,62,,ARQUES,62510,230345,5073541,2600,180,52,MG,N,N,0
F,CH,10,,VENDEUVRE-SUR-BARSE,10140,446671,4823801,F,NO,14,,CAEN,14000,-36108,4918436,2000,0,25,MG,N,N,0
F,OC,66,,SALEILLES,66280,295462,4265482,F,RP,95,,ROISSY-EN-FRANCE,95700,251703,4900388,1000,0,26,MG,N,N,0
GB,4,NP,,NEWPORT,NP10 8,-304152,5157249,F,BF,89,,AUXERRE,89000,357077,4779632,24000,0,120,MG,N,N,0
D,NB,92,,AMBERG,92224,1185926,4944535,F,BR,35,,RENNES,35000,-168468,4811026,4000,0,40,MG,N,N,0
B,LX,69,,MARCHE-EN-FAMENNE,6900,534134,5022728,F,OC,30,,LE VIGAN,30120,360386,4399016,6000,0,30,MG,N,N,0
A,1,NO,33,MELK,3390,1533664,4822579,A,2,ST,85,LIEBOCH,8501,1534136,4697186,1000,0,5,MG,N,N,0
D,HE,34,,KASSEL,34123,953209,5129946,D,SN,8,,ZWICKAU,8056,1248673,5071622,11000,0,136,MG,N,N,0
F,RP,95,,GOUSSAINVILLE,95190,246526,4903188,F,AL,67,,DUTTLENHEIM,67120,756529,4852585,165,0,4,MG,N,N,0
F,AQ,47,,AGEN,47000,62059,4420512,B,BR,10,,BRUXELLES/BRUSSEL,1000,434967,5084839,24000,0,120,MG,N,Y,30
I,0,PIE,12,CUNEO,12100,754842,4438832,D,BW,68,,MANNHEIM,68161,846678,4948650,23000,0,136,MG,N,N,0
D,TN,98,,SCHLEUSINGEN,98553,1075557,5051133,NL,NB,47,,HEIJNINGEN [MOERDIJK],4794,441425,5165589,20000,0,136,MG,N,N,0
F,CH,51,,CONNANTRE,51230,392497,4872897,F,NO,61,,SARCEAUX,61200,-4036,4872247,15000,0,134,MG,N,N,0
F,NO,27,,PONT-DE-L ARCHE,27340,115576,4930338,F,NP,2,,VENIZEL,2200,339628,4936671,26000,0,134,MG,N,N,0
PL,6,6,67,KOZUCHOW,67-120,1559085,5174445,D,BW,88,,WEINGARTEN,88250,963764,4780882,25000,0,136,MG,N,N,0
NL,NB,53,,OSS,5341,552629,5176792,NL,NB,48,,BREDA,4811,477645,5158774,13000,0,136,MG,N,N,0
F,NP,59,,HALLUIN,59250,312400,5078225,F,CE,37,,TOURS,37000,68971,4739038,100,0,4,MG,N,N,0
I,4,TOS,50,FUCECCHIO,50054,1080525,4372991,D,BR,3,,COTTBUS,3042,1435682,5176138,11000,0,50,MG,N,N,0
F,MP,31,,TOULOUSE,31100,144868,4360573,D,HE,64,,ALZENAU [RIMBACH],64668,872889,4963839,4900,0,96,MG,N,N,0
F,AL,67,,SAVERNE,67700,736421,4874007,F,RA,69,,LES CH�RES,69380,474466,4588910,200,0,32,MG,N,N,0
F,BF,71,,M�CON,71000,483307,4630301,PL,3,3,32,WIDNICA [MIECHOW],32-200,2001665,5039597,500,0,20,MG,N,N,0
A,1,OO,46,LAAKIRCHEN,4662,1381565,4798638,A,1,NO,27,WIENER NEUSTADT,2700,1623913,4781805,24000,0,136,MG,N,N,0
E,E10,LO,26,LOGRO�O,26001,-244619,4246526,NL,NB,50,,TILBURG,5018,510639,5155472,4000,0,24,MG,N,N,6
F,MP,32,,CONDOM,32100,36830,4395683,F,OC,30,,SAINT-BAUZ�LY,30730,419794,4392004,15000,0,134,TD,N,N,0
F,MP,46,,CAHORS,46000,144085,4445199,B,LX,66,,BASTOGNE,6600,571695,5000345,700,0,24,MG,N,N,0
E,E9,L,24,LE�N,24001,-557699,4259864,P,CE,63,,GUARDA,6300-307,-727636,4052897,24000,0,136,MG,N,N,0
NL,ZH,26,,WESTLAND,2692,415888,5200011,D,BW,74,,ILSFELD,74360,924447,4905519,22000,0,136,TD,N,N,0
D,ON,38,,WOLFENB�TTEL,38300,1053441,5216069,NL,NB,52,,'S-HERTOGENBOSCH,5222,527434,5170374,20000,0,136,TD,N,N,0
F,PL,44,,SAUTRON,44880,-167079,4726135,F,BF,25,,ROCHE-LEZ-BEAUPR�,25220,611184,4727600,4080,0,28,MG,N,N,0
I,5,ROM,44,ARGENTA,44011,1183438,4461553,F,RA,69,,VILLEFRANCHE-SUR-SA�NE,69400,472411,4598863,24000,0,133,MG,N,N,0
F,PR,84,,AVIGNON,84000,481862,4393995,F,PC,86,,NIEUIL-L'ESPOIR,86340,45398,4648627,2000,0,65,MG,N,N,0
F,AQ,47,,M�ZIN,47170,25424,4405650,F,PR,13,,MIRAMAS,13140,500301,4358462,11000,0,72,MG,N,N,0
F,AL,67,,HOERDT,67720,778281,4869341,F,NP,2,,TERGNIER,2700,328945,4965309,200,0,10,MG,N,N,0
F,RP,77,,MITRY-MORY,77290,261958,4898416,D,SA,6,,LANDSBERG,6188,1216177,5152604,4000,0,72,MG,N,N,0
D,SN,4,,WURZEN,4808,1273795,5136989,F,RP,92,,BOIS-COLOMBES,92270,226880,4891650,2250,0,64,MG,N,N,0
F,BF,70,,LA C�TE,70200,657305,4768688,F,OC,30,,N�MES,30000,440638,4386767,5016,0,130,MG,N,N,0
F,AQ,64,,OGEU-LES-BAINS,64680,-50239,4315016,B,LG,47,,LONTZEN,4711,603887,5067739,5662,0,65,MG,N,N,0
I,4,EMI,29,PIACENZA,29100,970079,4505699,I,8,CAM,84,EBOLI,84025,1505801,4061582,10000,0,136,MG,N,N,0
GB,1,SN,,SWINDON,SN5 6,-183922,5155548,I,1,LOM,25,LONATO,25017,1048307,4546195,2000,0,20,MG,N,N,0
A,3,SB,55,SANKT MARGARETHEN IM LUNGAU,5582,1369700,4708084,A,3,TI,60,HALL IN TIROL,6060,1150160,4728034,24000,0,136,MG,N,N,0
F,AQ,47,,LAVARDAC,47230,29827,4417922,F,NP,2,,ITANCOURT,2240,334581,4980751,7000,1200,150,MG,N,N,0
I,2,VEN,35,PADOVA,35139,1187275,4540932,F,NO,76,,ROUEN,76100,108933,4944037,4000,0,60,MG,N,N,0
PL,4,4,47,UJAZD,47-143,1834996,5038946,D,NB,97,,KITZINGEN,97318,1016429,4973641,15400,0,84,MG,N,N,0
F,RA,69,,NEUVILLE-SUR-SA�NE,69250,484029,4587745,B,OV,93,,AALST,9300,404296,5093599,1300,0,20,MG,N,N,0
A,1,OO,48,LENZING,4860,1360193,4797055,D,SB,94,,STRAUBING,94315,1257609,4887602,5600,0,50,MG,N,N,0
F,NP,60,,RIB�COURT-DRESLINCOURT,60170,292244,4950970,F,BF,89,,CERISIERS,89320,348915,4813047,28200,0,136,MG,N,N,0
F,CE,28,,CH�TEAUDUN,28200,133643,4807468,F,RA,42,,ANDR�ZIEUX-BOUTH�ON,42160,426394,4552641,300,0,20,MG,N,N,0
F,NP,59,,VALENCIENNES,59300,351565,5035657,D,HE,60,,FRANKFURT AM MAIN,60311,868226,5011067,23000,0,120,MG,N,N,0
F,RA,26,,SAINT-PAUL-TROIS-CH�TEAUX,26130,476750,4434822,F,RA,69,,GENAS,69740,500029,4573178,6000,0,50,MG,N,N,0
D,HE,60,,FRANKFURT AM MAIN,60314,874882,5011935,D,NB,91,,HERZOGENAURACH,91074,1088472,4956921,200,0,60,MG,N,N,0
F,NP,59,,VALENCIENNES,59300,351565,5035657,D,WF,59,,SOEST,59494,810678,5156746,23000,0,120,MG,N,N,0
F,AL,54,,ROSI�RES-AUX-SALINES,54110,633201,4859301,F,NO,50,,PONTORSON,50170,-150867,4855314,26520,0,130,MG,N,N,0
F,RA,38,,VIENNE,38200,487230,4552210,F,AU,63,,CLERMONT-FERRAND,63000,308183,4577762,1500,0,8,MG,N,N,0
D,SH,22,,WEDEL,22880,971156,5358335,NL,NB,56,,EINDHOVEN,56**,548412,5143446,24000,0,132,MG,N,N,33
B,LM,35,,HASSELT,3500,533593,5092703,NL,FR,84,,HEERENVEEN,8442,592911,5295846,3000,0,136,MG,N,N,0
E,E2,GE,17,GERONA,17002,281872,4198087,F,RA,73,,AIX-LES-BAINS,73100,590899,4569288,24500,0,136,MG,N,N,0
F,NP,59,,HOUPLINES,59116,291016,5069140,F,AL,55,,PAGNY-SUR-MEUSE,55190,572396,4869061,937,0,8,MG,N,N,0
D,NB,91,,HEILSBRONN,91560,1079089,4933859,D,NB,97,,TAUBERBISCHOFSHEIM,97941,966364,4962555,3500,0,40,MG,N,N,0
D,NB,96,,BAMBERG,96047,1088908,4989282,D,BW,72,,ALBSTADT,72461,898768,4829674,6800,0,35,MG,N,N,0
F,MP,81,,ALBI,81000,214838,4392621,D,BW,74,,MASSENBACHHAUSEN,74252,904745,4917678,2000,0,35,MG,N,N,0
F,RP,95,,LOUVRES,95380,250609,4904626,F,CH,51,,STE M�NEHOULD [SAINTE-MENEHOULD],51800,489830,4909009,200,0,8,MG,N,N,0
F,RP,95,,GONESSE,95500,244986,4898649,F,PL,44,,NANTES,44100,-155777,4721143,24000,0,120,MG,N,N,0
E,E10,BU,9,MIRANDA DE EBRO,9200,-295247,4268338,F,MP,31,,TOULOUSE,31100,144868,4360573,1500,0,60,MG,N,N,0
F,AL,54,,NANCY,54100,618339,4868956,F,AQ,47,,AGEN,47000,62059,4420512,4000,0,50,MG,N,N,0
F,PL,49,,AVRILL�,49240,-58730,4750484,F,BR,29,,PLOUESCAT,29430,-417395,4865782,12000,0,136,MG,N,N,0
E,E10,VI,1,OQUENDO,1409,-302830,4315489,F,RP,77,,MITRY-MORY,77290,260618,4896132,10000,0,130,MG,N,N,0
NL,GR,96,,HOOGEZAND-SAPPEMEER,9601,674282,5316349,B,AN,28,,WILLEBROEK,2830,435348,5105735,20000,0,136,MG,N,N,0
F,BF,39,,LONS-LE-SAUNIER,39000,555795,4667523,F,BF,71,,CHAUFFAILLES,71170,433687,4620653,120,0,10,MG,N,N,0
I,0,PIE,15,MIRABELLO MONFERRATO,15040,852296,4503520,NL,NB,55,,BERGEIJK,5571,535436,5132055,699,0,30,MG,N,N,0
F,PR,84,,MONTEUX,84170,499501,4403399,F,OC,30,,GARONS,30128,443077,4376859,22000,0,136,MG,N,N,0
F,CH,51,,�PERNAY,51200,395948,4904039,F,RP,75,,PARIS,75001,234047,4886241,500,0,0,MG,N,N,0
D,SH,24,,TARP,24963,940027,5466382,NL,NB,52,,'S-HERTOGENBOSCH,5211,529826,5169076,10000,0,88,MG,N,N,0
D,BW,74,,SINSHEIM,74889,887836,4925352,D,RL,53,,VETTELSCHOSS,53560,734089,5061420,41000,0,210,MG,N,N,0
F,CH,8,,RAUCOURT-ET-FLABA,8450,495721,4960289,P,SU,29,,PALMELA,2950-255,-890105,3857380,700,15,8,MG,N,N,0
D,BW,74,,G�GLINGEN,74363,900289,4906692,D,RL,47,,KREFELD,47805,656904,5131925,2100,0,30,MG,N,N,0
F,MP,31,,TOULOUSE,31100,144868,4360573,F,PL,53,,MAYENNE,53100,-61723,4830578,700,0,40,MG,N,N,0
D,PS,67,,WORMS,67547,836262,4963015,D,SH,20,,HAMBURG,20457,998631,5354962,14000,0,120,MG,N,N,0
F,NO,27,,LA COUTURE-BOUSSEY,27750,140620,4889816,F,PL,44,,BOUGUENAIS,44340,-162347,4717954,2000,0,46,MG,N,N,0
F,PR,84,,CARPENTRAS,84200,505202,4405579,F,RA,69,,CHAPONNAY,69970,493575,4562713,5700,0,56,MG,N,Y,0
NL,LB,61,,SITTARD-GELEEN,6136,587180,5100823,F,PL,49,,POUANC�,49420,-117247,4774037,1400,0,7,MG,N,N,1
D,WF,45,,GELSENKIRCHEN,45879,709742,5150782,D,BW,76,,OFFENBACH AN DER QUEICH,76877,819306,4919558,1300,0,46,MG,N,N,0
B,OV,97,,KRUISHOUTEM,9770,352538,5090554,NL,NB,49,,OOSTERHOUT,4906,483669,5165401,13000,0,136,MG,N,N,0
I,2,VEN,31,SALGAREDA,31040,1248880,4570296,NL,LB,62,,MAASTRICHT,62**,568914,5084918,3299,0,16,MG,N,N,0
D,NB,90,,CADOLZBURG,90556,1085704,4945926,D,WN,21,,HAMBURG,21129,988370,5349949,11800,0,136,MG,N,N,0
F,AL,67,,ERSTEIN,67150,766296,4842110,F,PL,53,,CH�TEAU-GONTIER,53200,-70793,4782596,2000,0,35,MG,N,N,0
F,BF,71,,M�CON,71000,483307,4630301,F,OC,34,,B�ZIERS,34500,321609,4334424,3200,0,50,MG,N,N,0
F,BF,89,,AUXERRE,89000,356930,4779604,F,BF,39,,MONTMOROT,39570,553196,4667490,3000,0,40,MG,N,N,0
E,E2,B,8,LES FRANQUESES DEL VALL�S,8520,229742,4162687,F,RA,69,,LYON,69001,483085,4576990,700,0,40,MG,N,N,0
F,PR,13,,SAINT-MARTIN-DE-CRAU,13310,481205,4363842,F,PR,83,,LE BEAUSSET,83330,580579,4319805,5900,0,56,MG,N,N,0
F,RA,69,,GENAS,69740,500024,4573178,F,MP,82,,MONTAUBAN,82000,135274,4401652,3000,0,70,MG,N,N,0
F,OC,30,,N�MES,30900,435612,4383003,F,PC,17,,ROYAN,17200,-103000,4562613,5000,0,24,MG,N,N,0
D,PS,56,,KOBLENZ,56068,759483,5035503,D,BW,76,,BADEN-BADEN,76530,823830,4876002,23000,0,136,MG,N,N,0
B,OV,93,,AALST,9300,404296,5093599,F,RP,78,,SARTROUVILLE,78500,217369,4893875,24000,0,120,MG,N,N,0
D,WF,58,,ENNEPETAL,58256,736040,5130163,D,ON,37,,BAD LAUTERBERG IM HARZ,37431,1046041,5162631,90000,0,11,MG,N,N,0
F,NP,2,,SAINT-QUENTIN,2100,328845,4984796,F,RA,42,,ROANNE,42300,407259,4603534,6000,0,130,MG,N,N,0
F,AQ,40,,MISSON,40290,-95932,4359289,F,PL,53,,LAVAL,53000,-77307,4807273,27000,0,130,MG,N,N,0
F,OC,66,,PERPIGNAN,66000,288741,4269814,E,E2,B,8,EL PRAT DE LLOBREGAT,8820,208644,4132888,24000,0,130,MG,N,N,0
F,AQ,33,,GRADIGNAN,33170,-61416,4477308,F,BR,35,,RENNES,35000,-168446,4810774,28000,0,134,MG,N,N,0
B,LX,66,,VIELSALM,6690,591669,5028538,B,LM,39,,LOMMEL,3920,530890,5123058,24000,0,136,MG,N,N,0
F,AQ,47,,AGEN,47000,62059,4420512,I,5,ROM,44,FERRARA,44100,1161942,4483838,6500,0,136,MG,N,N,0
F,AL,88,,CHARMES,88130,629243,4837109,F,PR,6,,NICE,6000,726208,4370614,1569,0,24,MG,N,N,0
F,NP,59,,ORCHIES,59310,324191,5047391,F,AQ,33,,LE PUY,33580,4809,4465770,11300,0,60,MG,N,N,0
PL,8,8,85,BYDGOSZCZ,85-790,1800780,5311931,PL,8,8,86,KORONOWO,86-***,1792518,5331490,5000,0,55,MG,Y,Y,0
D,TN,98,,SCHLEUSINGEN,98553,1075557,5051133,NL,ZH,24,,LEIMUIDEN [JACOBSWOUDE],2451,467269,5222205,20000,0,136,MG,N,N,0
D,SN,4,,SCHKEUDITZ,4435,1222720,5139505,A,1,NO,31,SANKT P�LTEN,3151,1561411,4813601,7740,0,36,MG,N,N,0
F,CE,28,,SAINT-LUBIN-DE-LA-HAYE,28410,157229,4881905,F,NP,2,,GAUCHY,2430,328205,4982658,1200,0,12,MG,N,N,0
PL,4,4,45,OPOLE,45-841,1785715,5068444,F,CE,45,,BRIARE,45250,273745,4764085,24000,0,136,MG,N,N,0
F,NP,62,,ARRAS,62000,277893,5029099,F,PC,86,,VIVONNE,86370,26111,4642623,3500,0,25,MG,N,N,0
I,0,PIE,12,MONDOV�,12084,782031,4438888,F,RA,42,,SAINT-�TIENNE,42000,438799,4543904,15000,0,90,MG,N,N,0
F,OC,66,,PERPIGNAN,66000,289307,4270255,NL,ZH,31,,VLAARDINGEN,3131,434033,5191044,25000,0,136,MG,N,N,0
D,WF,44,,BOCHUM,44787,721087,5148593,F,RP,77,,NEMOURS,77140,269472,4826718,20000,0,130,MG,N,N,0
D,ON,29,,Wittingen kein Tausch,29379,1072239,5269035,D,HE,36,,NIEDERAULA,36272,960377,5080350,16000,0,136,MG,N,N,0
P,NO,40,,PORTO,4000-209,-860264,4114911,F,CE,45,,ORL�ANS,45000,190790,4791025,24000,0,136,MG,N,N,0
F,BR,29,,LANDERNEAU,29800,-424990,4845014,F,RP,77,,LA FERT�-SOUS-JOUARRE,77260,313144,4894616,2300,0,12,MG,N,N,0
D,WN,49,,ALFHAUSEN,49594,795401,5250118,D,WN,21,,SEEVETAL,21220,1007661,5333089,18200,0,132,MG,N,N,0
F,BR,22,,SAINT-BRIEUC,22000,-275769,4851043,F,MP,81,,ALBI,81000,215280,4392995,4000,0,35,MG,N,N,0
D,WN,49,,ALFHAUSEN,49594,795401,5250118,D,WF,58,,SCHWELM,58332,729223,5128675,13500,0,92,MG,N,N,0
I,2,VEN,37,SAN GIOVANNI ILARIONE,37035,1123356,4552638,F,PL,49,,CHOLET,49300,-88069,4706260,6200,0,85,MG,N,N,0
NL,NH,11,,SCHIPHOL-RIJK [HAARLEMMERMEER],1119,475582,5227903,NL,GL,70,,'S-HEERENBERG [MONTFERLAND],7041,625359,5187833,15000,0,136,MG,N,N,0
NL,NB,49,,OOSTERHOUT,4906,483670,5165401,F,AL,67,,ENTZHEIM,67960,763895,4853430,20000,0,136,MG,N,N,0
F,RA,69,,LYON,69002,482978,4575418,F,PR,13,,TARASCON,13150,466179,4380743,3000,0,90,MG,N,N,0
F,PC,17,,SAINT-C�SAIRE,17770,-50650,4575364,F,RA,38,,HEYRIEUX,38540,506854,4562952,12000,0,50,MG,N,N,0
F,NP,59,,LILLE,59000,306155,5062817,F,NO,61,,COND�-SUR-SARTHE,61250,3196,4843267,800,0,16,MG,N,N,0
F,AQ,33,,BAZAS,33430,-21708,4443356,F,CE,37,,SAINT-PIERRE-DES-CORPS,37700,72682,4739131,2500,0,40,MG,N,N,0
F,NP,59,,LILLE,59000,306155,5062817,F,MP,31,,TOULOUSE,31000,145612,4360106,22000,0,136,TD,N,N,0
A,1,NO,31,SANKT P�LTEN,3100,1562459,4820758,F,AL,67,,WASSELONNE,67310,744725,4863719,25000,0,136,MG,N,N,0
D,SA,39,,CALBE,39240,1177655,5190494,D,TN,98,,NORDHEIM,98631,1040197,5045353,25000,0,136,MG,N,N,0
E,E8,C,15,SANTIAGO DE COMPOSTELA,15703,-852911,4288492,E,E8,PO,36,VIGO,36201,-871692,4223751,2000,0,24,MG,N,N,0
GB,5,NG,,SUTTON [NOTTINGHAM],NG13 9,-86710,5293026,D,BW,68,,MANNHEIM,68163,849091,4947014,1500,0,80,MG,N,N,0
F,PL,72,,RO�Z�-SUR-SARTHE,72210,6760,4789517,F,NP,2,,BOU�,2450,369854,5001229,500,0,25,MG,N,N,0
D,HE,34,,KASSEL,34123,953209,5129946,D,SB,94,,PASSAU,94036,1339919,4857441,2000,0,60,MG,N,N,0
P,NO,47,,BARCELOS,4750-329,-861886,4153153,F,NP,59,,LILLE,59000,306154,5062817,24000,0,136,MG,N,N,0
F,CH,10,,JAVERNANT,10320,400217,4816190,D,NB,92,,SCHWANDORF,92421,1210662,4932281,25000,0,136,MG,N,N,0
F,PL,44,,MONTOIR-DE-BRETAGNE,44550,-215328,4732780,F,PC,86,,CH�TELLERAULT,86100,54520,4681947,28800,0,134,MG,N,N,0
F,PL,85,,LU�ON,85400,-116655,4645496,F,NO,27,,FLEURY-SUR-ANDELLE,27380,135512,4936254,8000,0,50,MG,N,N,0
F,NP,2,,SAINT-QUENTIN,2100,328750,4984724,F,RA,38,,FONTAINE,38600,568719,4519459,23900,0,100,MG,N,N,0
D,NB,90,,N�RNBERG,90441,1105245,4942661,D,BW,77,,LAHR/SCHWARZWALD,77933,786204,4834026,100,0,30,MG,N,N,0
NL,OL,80,,HASSELT [ZWARTEWATERLAND],8061,609780,5258996,F,PL,85,,FONTAINES,85200,-82770,4642548,1000,0,20,MG,N,N,0
PL,1,1,14,ILAWA,14-200,1971634,5363027,I,6,LAZ,0,ROMA,187,1248613,4190453,9500,0,79,MG,N,N,0
F,PR,13,,FOS-SUR-MER,13270,494016,4345282,F,AL,57,,THIONVILLE,57100,615519,4936029,23000,0,120,MG,N,N,0
F,PC,79,,MELLE,79500,-14330,4622174,F,MP,82,,BRESSOLS,82710,133916,4396856,27800,0,136,MG,N,N,0
F,PL,85,,CUGAND,85610,-125482,4706436,F,RA,38,,BOURGOIN-JALLIEU,38300,527512,4559342,2000,0,0,MG,N,N,0
D,BR,16,,SCHWEDT/ODER,16303,1427352,5306029,D,RL,41,,NIEDERKR�CHTEN,41372,622046,5119818,3500,0,72,MG,N,N,0
E,E3,V,46,VALENCIA,46001,-37981,3947393,I,1,LOM,25,BRESCIA,25121,1022524,4553627,1600,0,32,MG,N,N,0
D,ON,29,,DEDELSTORF,29386,1050434,5270097,D,WN,26,,WIEFELSTEDE,26215,811866,5325620,4300,0,136,MG,N,N,0
D,ON,30,,HANNOVER,30453,966320,5238161,D,SB,86,,WESTENDORF,86707,1083960,4857272,9657,0,136,MG,N,N,0
F,BF,89,,AVALLON,89200,391078,4748961,F,PL,49,,LES PONTS-DE-C�,49130,-52125,4743434,1200,0,40,MG,N,N,0
F,BF,89,,SENS,89100,328270,4819887,B,WV,83,,BRUGGE,8310,324650,5120298,2500,0,20,MG,N,N,0
B,WV,87,,WAREGEM,8790,343149,5088740,F,AQ,47,,LE PASSAGE,47520,60593,4420140,22900,0,136,MG,N,N,0
F,RA,69,,BRINDAS,69126,469496,4572049,I,4,TOS,55,PIAGGIORI [CAPANNORI],55012,1059220,4388040,5000,0,40,MG,N,N,0
F,MP,81,,MAZAMET,81200,237529,4348992,F,PC,16,,ANGOUL�ME,16000,15700,4564924,2500,0,37,MG,N,N,0
F,OC,30,,N�MES,30900,435612,4383003,F,PR,13,,AUBAGNE,13400,556872,4329216,4800,0,20,MG,N,N,0
F,RA,69,,SAINT-LAGER,69220,467351,4611339,F,PR,83,,PUGET-SUR-ARGENS,83480,668794,4345445,600,0,20,MG,N,N,0
B,AN,20,,ANTWERPEN,2000,439738,5122173,F,CH,51,,REIMS,51100,402843,4926283,24000,0,120,MG,N,N,0
NL,NB,48,,ETTEN-LEUR,4877,461295,5157274,NL,FL,82,,LELYSTAD,8232,547404,5250579,16000,0,136,MG,N,N,0
A,3,SB,57,SAALFELDEN AM STEINERNEN MEER,5760,1284388,4742741,F,RA,38,,VIENNE,38200,487148,4552544,18000,0,136,MG,N,N,0
F,MP,31,,TOULOUSE,31100,144868,4360573,F,MP,31,,TOULOUSE,31100,144868,4360573,10000,0,90,MG,Y,N,0
PL,5,5,59,LEGNICA,59-200,1617325,5120268,P,SU,11,,LISBOA,1150,-915032,3872560,24000,0,136,TD,Y,Y,44
F,PL,49,,ANGERS,49000,-55235,4747131,F,MP,82,,BRESSOLS,82710,133916,4396856,26500,0,136,MG,N,N,0
E,E2,B,8,BARCELONA,8002,216997,4138570,F,RA,73,,CHAMB�RY,73000,591315,4557575,3300,0,24,MG,N,N,0
GB,4,NP,,NEWPORT,NP10 8,-304152,5157249,B,OV,90,,GAND,9000,371955,5105139,24000,0,120,MG,N,N,0
NL,OL,75,,ENSCHEDE,7511,690036,5222069,F,PL,85,,LA ROCHE-SUR-YON,85000,-142793,4666763,8000,0,136,MG,N,N,0
F,AU,3,,HAUTERIVE,3270,344381,4608672,F,RP,91,,VILLAB�,91100,246118,4858786,9000,0,144,MG,N,N,0
PL,9,9,90,?�D?,90-119,1946842,5176093,PL,9,9,98,SIERADZ,98-200,1868895,5162263,3000,0,50,MG,Y,Y,0
F,AL,67,,STRASBOURG,67200,773610,4858517,B,OV,90,,DESTELDONK [GENT],9042,378846,5112163,12000,0,65,MG,N,N,0
F,AQ,47,,AGEN,47000,62578,4420146,F,NP,59,,LOMPRET,59840,299373,5066591,9000,0,90,MG,N,N,0
F,BF,25,,AUDINCOURT,25400,684083,4748051,NL,GR,97,,GRONINGEN,9711,656977,5321639,10000,0,75,MG,N,N,0
F,RP,93,,SAINT-DENIS,93200,236054,4893673,F,BR,35,,MAURE-DE-BRETAGNE,35330,-199368,4789082,3000,0,100,MG,Y,N,0
B,OV,91,,BEVEREN,9130,426770,5126777,D,PS,56,,POLCH,56751,731135,5029856,25000,0,136,MG,N,N,0
F,AQ,40,,SAINT-GEOURS-D AURIBAT,40380,-83791,4375706,F,AQ,40,,SAINT-AVIT,40090,-44500,4394123,27300,0,136,MG,N,N,0
B,OV,90,,GENT,9000,371956,5105140,B,LG,42,,ABOLENS [HANNUT],4280,514661,5067210,24000,0,136,MG,N,N,0
F,PC,17,,CL�RAC,17270,-22756,4518193,F,NO,14,,BRETTEVILLE-SUR-ODON,14760,-41580,4916903,12600,0,132,MG,N,N,0
